dataset,graph,solver,num_nodes,num_edges,total_time_micro_seconds,solve_time_micro_seconds,transformation_time_micro_seconds,mwu_iterations,avg_oracle_time_micro_seconds,avg_tree_height,load_computation_micro_seconds,mendel_total_micro_seconds,mendel_avg_micro_seconds,oblivious_ratio,demand_model,offline_opt,achieved_congestion,ratio_pct,mwu_weight_update_time_micro_seconds,cycle_removal_type,cycle_removal_time_micro_seconds,status
fat_clique,fatclique_10_5_6.lgf,Electrical Flow (sketching),300,2700,1.42278e+07,5.49845e+06,7.06711e+06,69,79474.7,NaN,4.75215e+07,NaN,NaN,8.58868,none,NaN,NaN,NaN,516262,none,NaN,OK
fat_clique,fatclique_12_5_5.lgf,Electrical Flow (naive),300,2850,5.98231e+07,5.57688e+06,2.59969e+06,71,78386.9,NaN,5.10828e+07,NaN,NaN,7.38824,none,NaN,NaN,NaN,540118,none,NaN,OK
fat_clique,fatclique_12_5_5.lgf,Electrical Flow (sketching),300,2850,1.48981e+07,5.58199e+06,7.57207e+06,71,78395.7,NaN,5.22619e+07,NaN,NaN,8.40365,none,NaN,NaN,NaN,541390,none,NaN,OK
fat_clique,fatclique_12_6_5.lgf,Electrical Flow (naive),360,3600,1.18935e+08,1.05175e+07,4.58423e+06,78,134592,NaN,1.02718e+08,NaN,NaN,7.60642,none,NaN,NaN,NaN,1.08487e+06,none,NaN,OK
fat_clique,fatclique_12_6_5.lgf,Electrical Flow (sketching),360,3600,2.6483e+07,1.00982e+07,1.34112e+07,78,129162,NaN,1.04573e+08,NaN,NaN,8.83754,none,NaN,NaN,NaN,1.08647e+06,none,NaN,OK
fat_clique,fatclique_14_4_5.lgf,Electrical Flow (naive),280,2800,5.12447e+07,4.66304e+06,2.19086e+06,72,64640.8,NaN,4.39483e+07,NaN,NaN,7.66667,none,NaN,NaN,NaN,420427,none,NaN,OK
fat_clique,fatclique_14_4_5.lgf,Electrical Flow (sketching),280,2800,1.33278e+07,4.64426e+06,7.16606e+06,72,64307.9,NaN,4.50174e+07,NaN,NaN,8.9196,none,NaN,NaN,NaN,426268,none,NaN,OK
fat_clique,fatclique_14_6_4.lgf,Electrical Flow (naive),336,3528,1.01257e+08,8.8572e+06,4.07123e+06,78,113312,NaN,8.73928e+07,NaN,NaN,7.88889,none,NaN,NaN,NaN,906382,none,NaN,OK
fat_clique,fatclique_14_6_4.lgf,Electrical Flow (sketching),336,3528,2.3998e+07,8.51006e+06,1.28312e+07,78,108817,NaN,8.91042e+07,NaN,NaN,8.80648,none,NaN,NaN,NaN,915854,none,NaN,OK
fat_clique,fatclique_16_4_4.lgf,Electrical Flow (naive),256,2688,4.06229e+07,3.62481e+06,1.6827e+06,73,49563.9,NaN,3.49623e+07,NaN,NaN,7.5,none,NaN,NaN,NaN,332606,none,NaN,OK
fat_clique,fatclique_16_4_4.lgf,Electrical Flow (sketching),256,2688,1.1235e+07,3.72852e+06,6.2052e+06,73,50904.3,NaN,3.59039e+07,NaN,NaN,8.49467,none,NaN,NaN,NaN,339102,none,NaN,OK
fat_clique,fatclique_16_5_4.lgf,Electrical Flow (naive),320,3520,9.26828e+07,7.78055e+06,3.51608e+06,80,97080.4,NaN,8.05926e+07,NaN,NaN,7.77778,none,NaN,NaN,NaN,765177,none,NaN,OK
fat_clique,fatclique_16_5_4.lgf,Electrical Flow (sketching),320,3520,2.17069e+07,7.56398e+06,1.17711e+07,80,94300.2,NaN,8.21622e+07,NaN,NaN,8.85047,none,NaN,NaN,NaN,773751,none,NaN,OK
fat_clique,fatclique_18_4_4.lgf,Electrical Flow (naive),288,3312,6.97279e+07,5.83834e+06,2.70598e+06,80,72851.7,NaN,6.0643e+07,NaN,NaN,7.59091,none,NaN,NaN,NaN,515013,none,NaN,OK
fat_clique,fatclique_18_4_4.lgf,Electrical Flow (sketching),288,3312,1.76586e+07,5.74632e+06,1.00361e+07,80,71634.7,NaN,6.196e+07,NaN,NaN,8.4799,none,NaN,NaN,NaN,533464,none,NaN,OK
fat_clique,fatclique_20_4_4.lgf,Electrical Flow (naive),320,4000,1.08039e+08,8.27713e+06,3.6149e+06,86,96026.3,NaN,9.5367e+07,NaN,NaN,7.66667,none,NaN,NaN,NaN,749683,none,NaN,OK
fat_clique,fatclique_20_4_4.lgf,Electrical Flow (sketching),320,4000,2.53121e+07,8.18843e+06,1.45516e+07,86,94971.2,NaN,9.71284e+07,NaN,NaN,8.85448,none,NaN,NaN,NaN,778019,none,NaN,OK
fat_clique,fatclique_22_4_4.lgf,Electrical Flow (naive),352,4752,1.6474e+08,1.20701e+07,5.28398e+06,93,129591,NaN,1.46232e+08,NaN,NaN,7.73077,none,NaN,NaN,NaN,1.11756e+06,none,NaN,OK
fat_clique,fatclique_22_4_4.lgf,Electrical Flow (sketching),352,4752,3.59738e+07,1.14808e+07,2.0985e+07,93,123143,NaN,1.4858e+08,NaN,NaN,8.77323,none,NaN,NaN,NaN,1.12331e+06,none,NaN,OK
fat_clique,fatclique_m1250.lgf,Electrical Flow (naive),252,2520,3.87423e+07,3.61611e+06,1.55658e+06,70,51558.6,NaN,3.32026e+07,NaN,NaN,7.94771,none,NaN,NaN,NaN,347595,none,NaN,OK
fat_clique,fatclique_m1250.lgf,Electrical Flow (sketching),252,2520,1.02971e+07,3.59675e+06,5.44571e+06,70,51208.3,NaN,3.40884e+07,NaN,NaN,8.92016,none,NaN,NaN,NaN,349251,none,NaN,OK
fat_clique,fatclique_m1500.lgf,Electrical Flow (naive),288,3168,6.73032e+07,5.7294e+06,2.46288e+06,77,74279.9,NaN,5.8508e+07,NaN,NaN,8.04678,none,NaN,NaN,NaN,578157,none,NaN,OK
fat_clique,fatclique_m1500.lgf,Electrical Flow (sketching),288,3168,1.64411e+07,5.67899e+06,8.88432e+06,77,73534.3,NaN,5.97807e+07,NaN,NaN,8.85137,none,NaN,NaN,NaN,580299,none,NaN,OK
fat_clique,fatclique_m2000.lgf,Electrical Flow (naive),324,3888,1.10487e+08,8.76889e+06,3.91177e+06,84,104178,NaN,9.6876e+07,NaN,NaN,8.12698,none,NaN,NaN,NaN,900170,none,NaN,OK
fat_clique,fatclique_m2000.lgf,Electrical Flow (sketching),324,3888,2.51958e+07,8.42822e+06,1.40418e+07,84,100051,NaN,9.8669e+07,NaN,NaN,9.32927,none,NaN,NaN,NaN,901945,none,NaN,OK
fat_tree_partial,fattree_100_2_m10000.lgf,Electrical Flow (naive),250,10000,5.62538e+08,1.19386e+07,2.41521e+07,165,72271.2,NaN,5.25919e+08,NaN,NaN,5.92,none,NaN,NaN,NaN,480912,none,NaN,OK
fat_tree_partial,fattree_100_2_m10000.lgf,Electrical Flow (sketching),250,10000,6.21017e+07,1.1852e+07,4.49854e+07,165,71594.3,NaN,5.30428e+08,NaN,NaN,7.02173,none,NaN,NaN,NaN,708669,none,NaN,OK
fat_tree_partial,fattree_10_2_m100.lgf,Electrical Flow (naive),25,100,20952,4355,1799,25,163.84,NaN,13835,NaN,NaN,5.2,none,NaN,NaN,NaN,360,none,NaN,OK
fat_tree_partial,fattree_10_2_m100.lgf,Electrical Flow (sketching),25,100,16443,4353,4109,25,158,NaN,20378,NaN,NaN,5.88072,none,NaN,NaN,NaN,719,none,NaN,OK
fat_tree_partial,fattree_14_2_m196.lgf,Electrical Flow (naive),35,196,71946,10191,6276,32,309.562,NaN,53273,NaN,NaN,5.42857,none,NaN,NaN,NaN,717,none,NaN,OK
fat_tree_partial,fattree_14_2_m196.lgf,Electrical Flow (sketching),35,196,40191,10442,12801,32,309.656,NaN,67175,NaN,NaN,6.27234,none,NaN,NaN,NaN,1459,none,NaN,OK
fat_tree_partial,fattree_18_2_m324.lgf,Electrical Flow (naive),45,324,206710,25215,16807,40,620.65,NaN,161828,NaN,NaN,5.55556,none,NaN,NaN,NaN,1444,none,NaN,OK
fat_tree_partial,fattree_18_2_m324.lgf,Electrical Flow (sketching),45,324,92384,25553,34493,40,617.25,NaN,189777,NaN,NaN,6.37044,none,NaN,NaN,NaN,2961,none,NaN,OK
fat_tree_partial,fattree_22_2_m484.lgf,Electrical Flow (naive),55,484,483196,49354,36844,47,1039.04,NaN,392187,NaN,NaN,5.63636,none,NaN,NaN,NaN,2643,none,NaN,OK
fat_tree_partial,fattree_22_2_m484.lgf,Electrical Flow (sketching),55,484,179724,49784,73413,47,1029.36,NaN,49220,NaN,NaN,6.57994,none,NaN,NaN,NaN,5088,none,NaN,OK
fat_tree_partial,fattree_26_2_m676.lgf,Electrical Flow (naive),65,676,1.04144e+06,90117,69805,53,1683.81,NaN,873884,NaN,NaN,5.69231,none,NaN,NaN,NaN,4555,none,NaN,OK
fat_tree_partial,fattree_26_2_m676.lgf,Electrical Flow (sketching),65,676,321747,90519,142103,53,1670.55,NaN,951826,NaN,NaN,6.91004,none,NaN,NaN,NaN,8291,none,NaN,OK
fat_tree_partial,fattree_30_2_m900.lgf,Electrical Flow (naive),75,900,2.04112e+06,150238,122146,60,2490.02,NaN,1.75556e+06,NaN,NaN,5.73333,none,NaN,NaN,NaN,7485,none,NaN,OK
fat_tree_partial,fattree_30_2_m900.lgf,Electrical Flow (sketching),75,900,542066,151164,252654,60,2475.27,NaN,1.87556e+06,NaN,NaN,6.7399,none,NaN,NaN,NaN,12574,none,NaN,OK
fat_tree_partial,fattree_34_2_m1156.lgf,Electrical Flow (naive),85,1156,3.49493e+06,238384,203783,67,3536.9,NaN,3.03708e+06,NaN,NaN,5.76471,none,NaN,NaN,NaN,11088,none,NaN,OK
fat_tree_partial,fattree_34_2_m1156.lgf,Electrical Flow (sketching),85,1156,856083,239994,417836,67,3531.33,NaN,3.21237e+06,NaN,NaN,6.81689,none,NaN,NaN,NaN,17404,none,NaN,OK
fat_tree_partial,fattree_38_2_m1444.lgf,Electrical Flow (naive),95,1444,5.87548e+06,347194,321590,73,4737.01,NaN,5.18256e+06,NaN,NaN,5.78947,none,NaN,NaN,NaN,16741,none,NaN,OK
fat_tree_partial,fattree_38_2_m1444.lgf,Electrical Flow (sketching),95,1444,1.27068e+06,349084,656757,73,4728.85,NaN,5.4153e+06,NaN,NaN,6.81258,none,NaN,NaN,NaN,24983,none,NaN,OK
fat_tree_partial,fattree_42_2_m1764.lgf,Electrical Flow (naive),105,1764,9.38205e+06,500327,506095,79,6304.29,NaN,8.34239e+06,NaN,NaN,5.80952,none,NaN,NaN,NaN,23602,none,NaN,OK
fat_tree_partial,fattree_42_2_m1764.lgf,Electrical Flow (sketching),105,1764,1.87086e+06,495868,1.02279e+06,79,6215.56,NaN,8.65092e+06,NaN,NaN,6.94627,none,NaN,NaN,NaN,34534,none,NaN,OK
fat_tree_partial,fattree_46_2_m2116.lgf,Electrical Flow (naive),115,2116,1.43476e+07,680785,738571,86,7893.78,NaN,1.2886e+07,NaN,NaN,5.82609,none,NaN,NaN,NaN,31737,none,NaN,OK
fat_tree_partial,fattree_46_2_m2116.lgf,Electrical Flow (sketching),115,2116,2.68649e+06,683745,1.52852e+06,86,7873.87,NaN,1.33021e+07,NaN,NaN,6.83387,none,NaN,NaN,NaN,47345,none,NaN,OK
fat_tree_partial,fattree_50_2_m2500.lgf,Electrical Flow (naive),125,2500,2.09747e+07,948260,1.12048e+06,92,10278.2,NaN,1.88488e+07,NaN,NaN,5.84,none,NaN,NaN,NaN,44118,none,NaN,OK
fat_tree_partial,fattree_50_2_m2500.lgf,Electrical Flow (sketching),125,2500,3.90476e+06,962735,2.33535e+06,92,10387.2,NaN,1.93789e+07,NaN,NaN,7.01994,none,NaN,NaN,NaN,63686,none,NaN,OK
fat_tree_partial,fattree_54_2_m2916.lgf,Electrical Flow (naive),135,2916,3.04985e+07,1.25607e+06,1.59008e+06,98,12788.9,NaN,2.75801e+07,NaN,NaN,5.85185,none,NaN,NaN,NaN,57391,none,NaN,OK
fat_tree_partial,fattree_54_2_m2916.lgf,Electrical Flow (sketching),135,2916,5.32818e+06,1.25624e+06,3.29916e+06,98,12720.8,NaN,2.82555e+07,NaN,NaN,6.88573,none,NaN,NaN,NaN,82733,none,NaN,OK
fat_tree_partial,fattree_58_2_m3364.lgf,Electrical Flow (naive),145,3364,4.16725e+07,1.60515e+06,2.08788e+06,104,15386.6,NaN,3.78895e+07,NaN,NaN,5.86207,none,NaN,NaN,NaN,73620,none,NaN,OK
fat_tree_partial,fattree_58_2_m3364.lgf,Electrical Flow (sketching),145,3364,6.86804e+06,1.57958e+06,4.345e+06,104,15094.7,NaN,3.87128e+07,NaN,NaN,6.81981,none,NaN,NaN,NaN,103303,none,NaN,OK
fat_tree_partial,fattree_62_2_m3844.lgf,Electrical Flow (naive),155,3844,5.86062e+07,2.07672e+06,2.90163e+06,110,18840.7,NaN,5.3518e+07,NaN,NaN,5.87097,none,NaN,NaN,NaN,90697,none,NaN,OK
fat_tree_partial,fattree_62_2_m3844.lgf,Electrical Flow (sketching),155,3844,9.41621e+06,2.09028e+06,6.16959e+06,110,18884.5,NaN,5.45236e+07,NaN,NaN,7.07924,none,NaN,NaN,NaN,131505,none,NaN,OK
fat_tree_partial,fattree_66_2_m4356.lgf,Electrical Flow (naive),165,4356,7.75126e+07,2.58268e+06,3.94733e+06,116,22217.4,NaN,7.08493e+07,NaN,NaN,5.87879,none,NaN,NaN,NaN,111489,none,NaN,OK
fat_tree_partial,fattree_66_2_m4356.lgf,Electrical Flow (sketching),165,4356,1.16447e+07,2.56371e+06,7.69886e+06,116,21973.2,NaN,7.20463e+07,NaN,NaN,6.92213,none,NaN,NaN,NaN,163403,none,NaN,OK
fat_tree_partial,fattree_72_2_m5184.lgf,Electrical Flow (naive),180,5184,1.18572e+08,3.5999e+06,5.7873e+06,125,28737.9,NaN,1.09009e+08,NaN,NaN,5.88889,none,NaN,NaN,NaN,149556,none,NaN,OK
fat_tree_partial,fattree_72_2_m5184.lgf,Electrical Flow (sketching),180,5184,1.63332e+07,3.50593e+06,1.09787e+07,125,27929,NaN,1.10613e+08,NaN,NaN,7.07142,none,NaN,NaN,NaN,219300,none,NaN,OK
fat_tree_partial,fattree_78_2_m6084.lgf,Electrical Flow (naive),195,6084,1.72109e+08,4.8432e+06,7.98592e+06,133,36367.5,NaN,1.59056e+08,NaN,NaN,5.89744,none,NaN,NaN,NaN,194479,none,NaN,OK
fat_tree_partial,fattree_78_2_m6084.lgf,Electrical Flow (sketching),195,6084,2.28205e+07,4.64329e+06,1.58097e+07,133,34777.8,NaN,1.61103e+08,NaN,NaN,7.01577,none,NaN,NaN,NaN,291163,none,NaN,OK
fat_tree_partial,fattree_84_2_m7056.lgf,Electrical Flow (naive),210,7056,2.52096e+08,6.51473e+06,1.09571e+07,142,45806,NaN,2.34335e+08,NaN,NaN,5.90476,none,NaN,NaN,NaN,255033,none,NaN,OK
fat_tree_partial,fattree_84_2_m7056.lgf,Electrical Flow (sketching),210,7056,3.11727e+07,6.36064e+06,2.16808e+07,142,44629.3,NaN,2.3705e+08,NaN,NaN,6.8614,none,NaN,NaN,NaN,383533,none,NaN,OK
fat_tree_partial,fattree_92_2_m8464.lgf,Electrical Flow (naive),230,8464,3.80123e+08,8.74089e+06,1.6784e+07,153,57050.9,NaN,3.54206e+08,NaN,NaN,5.91304,none,NaN,NaN,NaN,352731,none,NaN,OK
fat_tree_partial,fattree_92_2_m8464.lgf,Electrical Flow (sketching),230,8464,4.48106e+07,8.61046e+06,3.21478e+07,153,56110.1,NaN,3.57691e+08,NaN,NaN,6.88126,none,NaN,NaN,NaN,526773,none,NaN,OK
